sentence,label,label_word
thầy wzjwz202 và thầy wzjwz203 dạy rất tuyệt vời .,2,Positive
"thời gian hoàn thành đồ án quá gấp rút , khi chưa học được gì cũng phải hoàn thành tất cả các nội dung trong đồ án để nộp đúng hạn , mà nội dung toàn những phần chưa học , chưa hiểu .",0,Negative
"slide bài giảng là slide cũ từ năm 2009 và không được sửa nhiều lỗi từ chính tả , ngữ pháp đến sai sót trong thông tin bài giảng .",0,Negative
thầy dạy rất hay và dễ hiểu .,2,Positive
ít bài tập vận dụng .,0,Negative
"những bài tập quá trình không rải đều các buổi học mà chỉ tập trung vào 2 - 3 buổi làm một số sinh viên trong đó có bản thân em bị mất từ 2 - 3 cột điểm , làm giảm tổng điểm xuống mức thấp .",0,Negative
"cô dạy dễ hiểu , vui tính .",2,Positive
thầy cũng không hề có ý muốn khích lệ sinh viên khi sinh viên làm bài không tốt mà lại tỏ ra không hài lòng và chê bai .,0,Negative
thầy ít dạy cài đặt nên khó trong việc áp dụng cài đặt .,0,Negative
"giảng viên giảng rất dễ hiểu , tận tình .",2,Positive
"thầy dạy tốt , lập nhóm thuyết trình tạo không khí học tập tốt .",2,Positive
riêng trang thiết bị quá kém .,0,Negative
nhiệt tình giảng dạy và vui vẻ hòa đồng .,2,Positive
có nhiều thời gian bị chết trong lúc học .,0,Negative
"ban đầu thì em có vẻ không hài lòng lắm về giáo viên khi học môn này , nhưng sau một khoảng thời gian thì thấy cũng ổn .",2,Positive
"mặc dù là một môn lý thuyết nhưng thầy giảng bài rất sáng tạo và đổi mới , làm cho sinh viên có hứng thú với môn học .",0,Negative
"nên thay đổi việc làm đồ án cuối kỳ doubledot không nên cho sinh viên làm đồ án tự do nữa quản lý , game , nghe nhạc vdotv mà giảng viên nên ra một đồ án có chủ đề thống nhất .",0,Negative
"cô giáo nhiệt tình , tận tâm , giảng hay và dễ hiểu , tuyệt vời .",2,Positive
giáo viên còn nhiệt tình trả lời các câu hỏi thắc mắc của sinh viên đưa ra .,2,Positive
giảm bớt số lượng nội dung của môn học .,0,Negative
hơi khó khăn với sinh viên về vấn đề bài tập cũng như thi cử .,0,Negative
"giảng viên nghỉ phải thông báo cho sinh viên trước , vì môn học thầy luôn điểm danh nhưng thầy lại không lên lớp thường xuyên , bắt sinh viên phải chờ rồi ra về thường xuyên .",0,Negative
"giảng viên nhiệt tình , hoạt động sôi nổi .",2,Positive
môn học lý thuyết rất nhiều .,0,Negative
liên hệ thực tế nhiều hơn .,0,Negative
slide sử dụng rất chi tiết .,2,Positive
"thầy dạy dễ hiểu , tận tâm nhiệt tình với sinh viên .",2,Positive
"phân chia nhóm , hoạt động nhóm .",1,Neutral
"cô vui tính , hiểu tâm lý sinh viên nên giảng bài rất dễ hiểu .",2,Positive
"thầy có tạo điều kiện cho chúng em thuyết trình về đồ án môn học , nhưng khi chúng em thuyết trình về nội dung doubledot "" giới thiệu về hệ thống nhúng và vai trò cũng như các ngành ứng dụng hệ thống nhúng "" .",1,Neutral
nhiều khi làm bài tập mình không biết mình đang làm gì luôn .,0,Negative
anh dạy rất hay và thú vị .,2,Positive
giờ học thực hành bị trùng giờ học môn khác trên trường .,0,Negative
tốc độ giảng bài có chút nhanh nên đôi khi không theo kịp .,0,Negative
"thưa , em thực sự rất hài lòng về mức độ bài giảng .",2,Positive
giáo viên nhiệt tình giúp học sinh những phần học sinh không hiểu giáo viên dạy dễ hiểu .,2,Positive
thầy dạy rất dễ hiểu và rất quý sinh viên .,2,Positive
"giảng hay , trọng tâm .",2,Positive
"đúng là anh văn rất cần thiết chúng nhưng đó không phải là những gì sinh viên chúng em cần cho một môn ngoại ngữ , chúng em cần là cảm giác thích thú khi học tiếng anh .",0,Negative
"giảng viên giảng dạy nhiệt tình , phương pháp dạy hay , chỉ dẫn hiệu quả , bài tập làm nhiều .",2,Positive
nhiều khi cô giảng hơi nhanh .,0,Negative
"giảng viên nhiệt tình , có kiến thức sâu về môn học .",2,Positive
nhất là những bạn nhỏ đến lớn chưa chơi game bao giờ .,1,Neutral
giảng viên cần cải thiện thêm cách truyền đạt .,0,Negative
"tận tâm giúp đỡ học sinh , giải đáp thắc mắc .",2,Positive
giảng dạy nhiệt tình .,2,Positive
cần mở lớp thực hành phù hợp với lý thuyết .,0,Negative
em nghĩ nên bỏ môn này .,0,Negative
xinh .,2,Positive
giảng viên có trình độ chuyên môn rất tốt .,2,Positive
"thầy nên tập trung giảng giải thực hành , không nên tập trung vào việc cài đặt phần mềm .",0,Negative
nên thực hành theo hình thức 2 .,0,Negative
"không biết thầy nào dạy chính thức , thầy nào dạy cũng nhiệt tình .",2,Positive
thầy dạy có tâm huyết .,2,Positive
"cô giúp tụi em tìm ra , phát hiện lỗi và sửa lỗi trong quá trình thực hành .",2,Positive
không hài lòng gì cả .,0,Negative
em không ý kiến .,1,Neutral
đừng dư quá nhiều .,0,Negative
các dụng cụ thực hành không được cung cấp đầy đủ .,0,Negative
cố rất nhiệt tình .,2,Positive
"thầy dạy hay , dễ hiểu , tìm nhiều bài tập và cách giảng hay cho học sinh hiểu và rất nhiệt tình .",2,Positive
cô hơi nóng tính .,0,Negative
thực tế với hiện trạng .,1,Neutral
thầy tiết lộ đệ thi để sinh viên chuẩn bị trước .,0,Negative
"dạy dễ hiểu , sử dụng giờ lên lớp hiệu quả .",2,Positive
cần thay đổi phòng học để chất lượng được nâng cao hơn .,0,Negative
thầy không dạy thiếu micro nên nhiều lúc em phải đi mượn cho bằng được !,0,Negative
"thầy dạy nhiệt tình , rất thương sinh viên .",2,Positive
giảng viên không tâm huyết trong việc dạy học .,0,Negative
máy chiếu và dàn loa không đáp ứng được .,0,Negative
"nhiệt tình , giảng dạy hiệu quả .",2,Positive
cô đẹp colonlove .,2,Positive
"giảng dạy rất tận tình , giải đáp mọi thắc mắc của sinh viên .",2,Positive
giảng viên dạy kỹ .,2,Positive
cô có thể giảng chậm lại sinh viên sẽ dễ tiếp thu bài học hơn .,0,Negative
"cô vui tính , quan tâm tới học sinh .",2,Positive
kiến thức môn anh văn được đáp ứng nhưng không thực tế .,0,Negative
"thầy khá vui tính , kiến thức môn học rất hấp dẫn và thu hút .",2,Positive
"tậm tâm , nhiệt tình , năng động , công bằng .",2,Positive
giảng viên rất có tâm huyết và giảng bài hay .,2,Positive
thầy cho bài tập nhưng không kiểm tra có làm hay không dẫn đến sinh viên hơi lười .,0,Negative
giảng viên dạy dễ hiểu nhiệt tình .,2,Positive
"không nhiệt tình , chưa cập nhật cái mới trong bài giảng .",0,Negative
"nhiệt tình , dễ chịu .",2,Positive
khả năng truyền tải kiến thức .,1,Neutral
"máy chiếu phòng học quà mờ , đề nghị nên thay đổi .",0,Negative
"giảng viên nhiệt tình , có chăm lo kiến thức cho học sinh , dạy kiến thức nhanh chóng nắm bắt .",2,Positive
cần thêm phần dạy lập trình căn bản bằng ngôn ngữ c .,0,Negative
qua môn học này tôi còn không biết được mình học được những gì .,0,Negative
"nhiệt tình , giúp đỡ sinh viên hết mức .",2,Positive
thầy dạy thú vị nói chung là ok .,2,Positive
"nên chia thành nhiều phần để đánh giá sinh viên chứ không tập trung vào cuối kỳ doubledot 50% giành cho kiến thức cơ bản, một hình thức nào đó để buộc sinh phải có kiến thức về dotnet nắm về nguyên lý của nó , về cách tổ chức , cách thiết kế và sử dụng .",0,Negative
"giảng viên giảng dễ hiệu , tận tình .",2,Positive
cách giảng dạy có hiệu quả giúp sinh viên hiểu được vấn đề về chiều sâu hơn .,2,Positive
thêm nhiều thời gian .,0,Negative
nghỉ học nhưng không thông báo cho sinh viên biết .,0,Negative
nhiệt tình và đưa nhiều ví dụ .,2,Positive
nội dung giảng dạy lan man không sát môn học mật mã .,0,Negative
hoặc có thể cho cùng một giảng viên phụ trách lý thuyết và thực hành cho mỗi lớp .,0,Negative
đôi khi giảng nhanh làm sinh viên chưa kịp tiếp thu .,0,Negative
thầy chưa chú trọng đến nội dung cũng như cách truyền đạt cho sinh viên .,0,Negative
listening .,1,Neutral
nội dung thực hành nên bám sát với lý thuyết .,0,Negative
chưa tìm ra .,1,Neutral
vui vẻ giảng dạy nhiệt tình .,2,Positive
"các khoa khác đều có điểm thi giữa kỳ môn vậy rồi mà sao giờ này , gần thi cuối kỳ rồi mà khoa wzjwz12 chưa có điểm .",0,Negative
"nhiệt tình , luôn đảm bảo giờ giấc sinh hoạt ở lớp .",2,Positive
"đảm bảo giờ lên lớp , tài liệu đầy đủ .",2,Positive
nên tạo động lực để sinh viên tham gia năng nổ đóng góp buổi học .,0,Negative
bài về nhà quá khó .,0,Negative
"học lý thuyết thầy nhiệt tình giảng , nhưng khả năng truyền đạt chưa cao , sinh viên chú ý nghe thì cũng hiểu bài rất ít .",0,Negative
giảng viên giải thích một số ví dụ mẫu chưa rõ ràng .,0,Negative
mong thầy giảng bài kỹ hơn .,0,Negative
cô nên giảng bài nhiều hơn .,0,Negative
có buổi hướng dẫn cho sinh viên trước khi làm đồ án .,2,Positive
"không ý kiến , phương pháp của thấy rất hài lòng ạ .",2,Positive
"tác phong làm việc nghiêm túc , chuyên nghiệp .",2,Positive
tìm mọi cách hướng dẫn học hiệu quả nhất cho lớp và cung cấp đủ mọi tài liệu cho các bạn tham khảo và làm bàu tập tại lớp cũng như ở nhà .,2,Positive
cô dạy tốt nhưng mình bỏ thi nên mình điểm thấp .,0,Negative
"giáo viên tận tâm , nhiệt tình , dễ tính .",2,Positive
"giảng viên rất vui vẻ , phương pháp của thầy giúp sinh viên chủ động học tập .",2,Positive
"thầy nên dạy kỹ , và chậm hơn để sinh viên dễ tiếp thu .",0,Negative
cô làm việc rất có trách nhiệm .,2,Positive
thầy dạy rất tận tình .,2,Positive
thầy nên giảnh nhiều hơn và bài tập ít lại nhưng chất lượng hơn .,0,Negative
giảng viên đúng giờ .,2,Positive
giảng viên cho bài tập về nhà để không quên bài .,2,Positive
hầu như không có vấn đề gì không hài lòng .,1,Neutral
"giảng viên hoàn toàn không trả lời thích đáng các câu hỏi , thắc mắc được đặt ra của sinh viên .",0,Negative
cần làm nhiều bài tập hơn .,0,Negative
thầy cô dạy cho về quá sớm .,0,Negative
một số phần kiến thức bị bỏ qua do không đủ thời gian .,0,Negative
nếu kết thúc thực hành sớm .,1,Neutral
chúc thầy vui và sống khỏe .,2,Positive
lên lớp và giảng dạy hiệu quả .,2,Positive
thầy duy giảng dạy rất hiệu quả và nhiệt tình .,2,Positive
nâng cao chất lượng máy chiếu và quạt .,0,Negative
kiểm tra trên lớp nhiều hơn .,0,Negative
cô gọi sinh viên nhiều để giải bài .,2,Positive
giảng viên nên làm từng bước chi tiết hơn là chiếu slide rồi nói .,0,Negative
"cô dễ chịu , dạy kỹ .",2,Positive
"thầy giảng dạy , đưa ra các câu hỏi rất sát với đề tài các nhóm , giúp chúng em có nhiều kiến thức hơn về đề tài của các nhóm .",2,Positive
cô dễ gắt lên với sinh viên .,0,Negative
"không được tận tâm , nhiệt tình .",0,Negative
tạo ra môi trường để sinh viên có cơ hội thực tập khả năng thuyết trình .,2,Positive
"giảng dạy nhiệt tình , vui vẻ , hài hước tạo cảm giác hứng thú cho sinh viên trong giờ học .",2,Positive
ra thêm những bài tập khó hoặc lạ giúp học sinh kiếm thêm điểm để tăng hứng thú môn học khuyến khích hoạt động phát biểu trong giờ học .,0,Negative
thầy ôn rất kỹ .,2,Positive
"giảng dạy kỹ , trình bày logic .",2,Positive
"giảng dạy rất nhiệt tình , cung cấp tài liệu đầy đủ .",2,Positive
mong rằng cô sẽ điều chỉnh để sinh viên có thể dễ dàng theo dõi bài giảng hơn .,0,Negative
theo em thì thầy hơi thụ động một tí .,0,Negative
hiện tại thực hành môn này chỉ mang tính chất làm quen các thiết bị .,0,Negative
"thầy dạy nhiệt tình , mong được học thầy những kỳ sau colonsmilesmile .",2,Positive
và thầy lại tiếp tục làm công việc của thầy .,0,Negative
chuẩn bị bài giảng hoặc bài tập thật kỹ trước khi lên lớp giảng dạy .,0,Negative
"mặc dù em hiểu có thể là do môn học này quá rộng nên việc làm seminar thì hợp , nhưng thầy cũng có thể chọn một vài buổi để dạy cái cốt lõi phổ biến trong bộ framework đó chẳng hạn .",0,Negative
giảng bài hơi chậm .,0,Negative
"cô dạy không có thể chê được bất kỳ điểm nào , vừa nói chuyện vui mà lại đây hay .",2,Positive
"thầy dạy hơi nhanh , ít quan tâm đến việc học sinh có hiểu bài trên lớp hay không mà thầy cho bài tập khá nhiều .",0,Negative
"làm debate nhiều , còn học về giáo trình rất ít .",0,Negative
nên chỉ có một giảng viên phụ trách một lớp .,0,Negative
"thầy giảng bài dễ hiểu , vui tính , sẵn sàng giải đáp thắc mắc của sinh viên .",2,Positive
đưa ra các chỉ tiêu tính điểm cụ thể .,0,Negative
đồng thời giảng viên nên tổ chức ôn tập ở một hai buổi học để sinh viên cũng cố bài đã qua và hoàn thiện kiến thức .,0,Negative
"giảng viên vui tính , hài hước .",2,Positive
thầy giảng hơi nhanh .,0,Negative
thầy rất nhiệt tình hướng dẫn trong khi thực hành .,2,Positive
cô rất thân thiện .,2,Positive
"cô vui tính , nhiệt tình .",2,Positive
khả năng truyền đạt còn kém .,0,Negative
thầy dạy giỏi chu đáo .,2,Positive
bài giảng thực hành rất chi tiết .,2,Positive
"cô giảng dạy nhiệt tình , giúp sinh viên hiểu rõ kiến thức .",2,Positive
"giảng viên thân thiện , hoà đồng , khả năng truyền đạt tốt .",2,Positive
cô dạy rất hay và rất thực tế bài học .,2,Positive
để học sinh của mình không có gì sau kết thúc môn phải chăng đó không là thất bại !,0,Negative
có lịch học bù đã tự sắp .,2,Positive
cô rất vui vẻ .,2,Positive
học anh văn không nên quá theo một khuôn mẫu .,0,Negative
giảng viên nhiệt tình và vui tính .,2,Positive
giảng viên nhiệt tình với sinh viên .,2,Positive
cô hướng dẫn rất nhiệt tình .,2,Positive
kiểm tra với mức độ vừa phải với yêu cầu của môn học !,0,Negative
học dễ hiểu .,2,Positive
"cô dạy tận tình , đưa nhiều kiến thức cho sinh viên .",2,Positive
bài giảng sinh động có hứng thú với sinh viên đến lớp .,2,Positive
"cô dễ thương , dễ tính , giảng dễ hiểu .",2,Positive
"thầy cực kỳ tận tâm nhiệt tình , giảng bài rất dễ nhớ .",2,Positive
các nhóm có cùng đề tài 'abc' cùng vào báo cáo một lượt cho lẹ !,0,Negative
"giảng viên giảng bài không tạo được sự hứng thú cho sinh viên khi học , nên thường phải áp dụng phương pháp của các giáo viên dạy môn chính trị như doubledot không cho sử dụng điện thoại , laptop trong lớp , điểm danh hoặc gọi tên để trả lời câu hỏi .",0,Negative
"thầy tận tình , có cách giảng giải sinh động và chủ động trong việc tìm hiểu sinh viên .",2,Positive
"thầy đưa ra phương pháp làm bài cụ thể , dễ hiểu .",2,Positive
thầy giảng rất hay !,2,Positive
ân cần giải đáp thắc mắc của sinh viên .,2,Positive
"tiết giảng hơi khô khan , nhàm chán .",0,Negative
"một số bài thầy giảng còn khó hiểu , ít sát thực hành và ít sửa bài tập về nhà .",0,Negative
"phong cách giảng dạy tốt , không buồn ngủ , tiếp thu bài tốt .",2,Positive
giảng viên cho về sớm hơn giờ quy định .,0,Negative
giảng viên không có kỹ năng sư phạm cao .,0,Negative
"chất lượng phòng lab kém , nhiều máy không sử dụng được hoặc phần mềm bị lỗi , không thực hành được .",0,Negative
nên xác định điểm quá trình tốt hơn tránh để gian lận .,0,Negative
giảng viên dạy tận tâm dễ hiểu .,2,Positive
trao đổi bài học tại lớp rất sôi động .,2,Positive
em nghĩ là cô truyền cảm hứng rất hay .,2,Positive
"cô giảng rất đều tai , rất dễ buồn ngủ .",0,Negative
vui tính dạy khá dễ hiểu .,2,Positive
chúng em không thực sự biết rằng những gì các bạn đang thuyết trình là đúng thực tế hay không !,0,Negative
thầy dạy rất có tâm huyết .,2,Positive
"cần phân bố lại thời gian lên lớp , đừng kéo dài thời gian khi đã hết buổi học .",0,Negative
"cô giáo giảng dạy rất nhiệt tình , học sinh chăm chỉ được thưởng xứng dáng , học sinh lười biếng không đi học bị trừng phạt thẳng tay .",2,Positive
nâng cấp máy tính lên .,0,Negative
sự nhiệt tình giảng dạy của giảng viên .,1,Neutral
giáo viên rất nhiệt tình với sinh viên .,2,Positive
"cô giảng dạy khiến sinh viên cảm thấy chán , buồn ngủ .",0,Negative
giảng dạy không hiệu quả .,0,Negative
thầy dạy có tâm và rất nhiệt tình .,2,Positive
"nên tăng thêm thời lượng về kỹ năng nghe , nói .",0,Negative
khiến sinh viên cảm thấy nản .,0,Negative
"tích cực , nhiệt huyết .",2,Positive
hy vọng có nhiều phương pháp mới để sinh viên hiểu sâu được vấn đề .,0,Negative
em rất quý cô cũng như toàn thể các giảng viên trong trường nhưng em phải nói với thầy một điều chân thành rằng em cảm thấy việc điểm danh khi đi học là không hiệu quả .,0,Negative
thời gian các tiết thực hành cần phân bổ phù hợp với thời gian lý thuyết vì thường thì những bài thực hành đi sớm hơn so với bài lý thuyết kể từ những tuần khoảng giữa nên giảng viên hỗ trợ thực hành không thể cho sinh viên thực hành phần đó .,0,Negative
"dạy ít , sinh viên chủ yếu nghe sinh viên báo cáo .",0,Negative
tận tâm với sinh viên và tạo mọi cơ hội cho tất cả sinh viên .,2,Positive
đảm bảo phần kiến thức cho sinh viên đạt được .,1,Neutral
thầy chưa mấy nhiệt tình !,0,Negative
có đưa ra ví dụ cụ thể .,2,Positive
giảng dạy có logic và có sự chuyên tâm của giáo viên nên em không có ý kiến gì thêm .,2,Positive
giảng viên thường cho các hoạt động nhóm trong giờ học .,2,Positive
"giảng viên quá bận với công việc của mình , không đảm bảo được nội dung môn học , chưa cung cấp tài liệu liên quan đến môn học , chưa tận tâm .",0,Negative
"nhiệt tình , giảng dạy tốt .",2,Positive
giảng viên khá nhiệt tỉnh .,2,Positive
"truyện đạt kiến thức dễ hiểu dễ tiếp thu , gần gũi , nhiệt tình .",2,Positive
dù một tuần chỉ có 2 tiết nhưng thầy đã tận tình giảng dạy .,2,Positive
"giảng viên gần như không biết truyền đạt kiến thức sát với lý thuyết , ra bài tập không bám sát kiến thức .",0,Negative
phương pháp quan trọng là kiến thức chứ không phải điểm .,0,Negative
em mong thầy cô cho sinh viên nhiều mẫu câu thông dụng để sinh viên học thuộc từ đó rèn luyện phản xạ tự nhiên trong giao tiếp !,0,Negative
"thầy dạy hay , không khí vui vẻ và tận tình giải đáp mọi thắc mắc .",2,Positive
tương tác tốt với sinh viên ở trên lớp .,2,Positive
lên lớp muộn .,0,Negative
thầy dạy bằng tiếng anh .,1,Neutral
"nên thay phòng thực hành , cho dù là hình thức 2 , có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được .",0,Negative
bài tập và tài liệu hướng dẫn học tập mà thầy cung cấp thực sự rất đầy đủ đối với em .,2,Positive
"giảng viên nhiệt tình , truyền lửa tốt cho sinh viên hứng thú học tập .",2,Positive
hơi nghiêm .,0,Negative
dạy toàn tiếng anh .,0,Negative
"thái độ chưa tốt khi sinh viên hỏi bài , chỉ có sinh viên giỏi mới dám hỏi vì thầy chỉ trả lời những câu khó .",0,Negative
"thầy có một nền tảng kiến thức rất phong phú , em được học rất nhiều từ thầy .",2,Positive
nên hướng dẫn giải các bài tập cơ bản của môn học .,0,Negative
"nội dung thực hành vào lý thuyết chưa khớp nhau , chưa truyền tải được nhiều kiến thức .",0,Negative
thầy nên giảng bài sinh động hơn thay vì ngồi một chỗ .,0,Negative
hình dung chưa ?,1,Neutral
"giảng bài quá nhanh , ít bám sâu vào chương trình .",0,Negative
giảng viên không gây hứng thú cho sinh viên về bài giảng của mình .,0,Negative
"em còn tưởng những nội dung này chỉ có trong hội thảo về "" đa cấp "" .",0,Negative
"thầy dạy dễ hiểu , nắm rõ kiến thức .",2,Positive
"thầy thân thiện , nhiệt tình .",2,Positive
"nhìn chung cô dạy khá là nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu cô nói .",2,Positive
nhiệt tình trả lời các câu hỏi của sinh viên .,2,Positive
em cảm thấy không có gì không hài lòng cả vì thầy dạy hay .,2,Positive
"thầy tận tình , và thân thiện .",2,Positive
em nghỉ nên biên soạn lại .,0,Negative
"ngoài việc cho bài tập ra , thầy nên giải đáp cho các học sinh các bài tập khó nữa .",0,Negative
"mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề .",1,Neutral
tất cả điều hài lòng .,2,Positive
cô dễ thương siêu cute !,2,Positive
"giảng viên vui vẻ , hòa đồng với sinh viên , tạo cảm giác hứng thú học tập hơn .",2,Positive
"giảng viên hỗ trợ bài giảng , tài liệu tham khảo rất đầy đủ trên moodle .",2,Positive
thầy hướng dẫn rất tận tình .,2,Positive
cả hai thầy đều rất nhiệt tình .,2,Positive
"thầy giải đáp thắc mắc của sinh viên nhiệt tình và đầy đủ , kiến thức nhiều và phong phú .",2,Positive
trong học kỳ này vì nó không được cố định nên em và có thể nhiều bạn khác đã bỏ lỡ bài nộp .,0,Negative
thầy chưa tận tâm trong giảng dạy .,0,Negative
giảng viên dạy dễ hiểu .,2,Positive
nên hướng dẫn kỹ lưỡng vào những vấn đề trọng tâm .,0,Negative
"triển khai srum cho tổ hợp nhóm nhỏ chừng 15 người , 1 nhóm 5 người .",0,Negative
vì đôi khi tụi em theo bài không kịp .,0,Negative
cô tận tình thân thiện với sinh viên .,2,Positive
"thầy vui tính , rất tâm lý sinh viên .",2,Positive
nên phát hết các bài kiểm tra còn lại .,0,Negative
dạy kỹ căn bản rèn luyện cả 4 kỹ năng .,2,Positive
"tăng thời gian học , tiếp xúc với sinh viên nhiều hơn .",0,Negative
có trách nhiệm giảng dạy cho các học sinh hiểu về bài học .,2,Positive
bài tập cho cho đa dạng để sinh viên dễ dàng tiếp thu được nhiều loại bài tập và kiến thức khác nhau .,2,Positive
đôi lúc giảng viên nói quá nhỏ không thể nghe thấy rõ .,0,Negative
không nên quá chú trọng vào việc dạy học chạy kịp chương trình để thi mà quên đi khả năng tiếp thu của sinh viên .,0,Negative
thầy chấm và nhận xét đồ án rất chính xác .,2,Positive
"cô dạy rất hay , kỹ và nhiệt huyết .",2,Positive
dễ buồn ngủ .,0,Negative
"phòng thưc hành cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng .",0,Negative
tích cực .,2,Positive
"tận tâm , nhiệt tình , tiết học vui vẻ dễ tiếp thu .",2,Positive
"giảng viên thường xuyên trao đổi tài liệu học tập , giảng viên tích cực .",2,Positive
sự nhiệt tình và tâm huyết khi giảng dạy của cô .,2,Positive
sự tận tâm .,2,Positive
nhưng vẫn đạt điểm cao .,0,Negative
đúng như vậy luôn hi hi .,1,Neutral
phần thi nói giữa các lớp không thống nhất về hình thức và nội dung .,0,Negative
"nếu em muốn học , em sẽ lên lớp học .",1,Neutral
"vui vẻ , giảng dạy tận tình .",2,Positive
"sửa chữa hoặc thay mới máy chiếu và loa nguyên nhân doubledot máy chiếu , chiếu hình ảnh bị nhạt màu , loa hay có trục trặc .",0,Negative
thầy khá bận nên thời gian lên lớp không nhiều .,0,Negative
"thầy thân thiện , nhiệt tình , giảng dễ hiểu .",2,Positive
"thầy năng nổ , nhiệt tình .",2,Positive
"trên slide có quá nhiều chữ ( có vẻ như thầy dịch từ tài liệu gốc là chính ) , và thầy đọc slide , giải thích định nghĩa nhiều nhưng rối và không có gì để hình dung làm cho sinh viên khó hình dung ra thầy đang giảng gì .",0,Negative
"giảng viên rất tận tâm , nhiệt tình , gần gũi sinh viên .",2,Positive
cách giảng dạy không tạo được nền tảng ban đầu để sinh viên tự lực trong một quãng đường dài .,0,Negative
"thầy giảng dạy nhiệt tình , cung cấp đầy đủ kiến thức .",2,Positive
"phòng lab thực hành cơ bản vẫn còn thiếu chất lượng , máy yếu , trường mình vẫn còn xài màn hình crt nản , mang danh trường công nghệ thông tin .",0,Negative
giảng viên cung cấp khá đầy đủ kiến thức .,2,Positive
giáo viên ít hướng dẫn bài tập về nhà .,2,Positive
khi nói xong một ý nên có khoảng nghỉ để người nghe kịp tiếp thu thì hiệu quả hơn .,0,Negative
"thầy chấm điểm khó , đề thi dài .",0,Negative
"cô dạy quá chi tiết ở một số mục , có một số mục em cảm thấy dễ nhưng cô lại dạy quá lâu ở mục đó làm cho tốn khá nhiều thời gian và gây chán nản .",0,Negative
liên hệ sát với thực tế .,2,Positive
mong nhà trường sắp xếp các phòng học yên tĩnh hơn .,0,Negative
khối lượng lý thuyết và thực hành phải học quá ôm đồm trong một môn học .,0,Negative
"cô nhiệt tình giảng bài , hỗ trợ sinh viên .",2,Positive
thầy hiền và nhiệt tình với sinh viên .,2,Positive
kiến thức môn học ứng dụng tốt cho công việc sau này .,2,Positive
"nên sử dụng giáo trình tiếng việt , nếu dùng tiếng anh thì nên dùng lúc ra đề luôn , tránh trường hợp anh việt lẫn lộn .",0,Negative
giảng viên hướng dẫn rất nhiệt tình và chi tiết .,2,Positive
cô dễ thương quá .,2,Positive
luôn giải đáp mọi thắc mắc của sinh viên .,2,Positive
thầy liên hệ khá nhiều về thực tiễn cuộc sống .,2,Positive
thầy là người rất nhiệt tình và quan tâm sinh viên !,2,Positive
"nhiều ví dụ minh hoạ , dễ hiểu .",2,Positive
thầy vui tính dạy dễ hiểu .,2,Positive
nên có thêm vài project nhỏ .,0,Negative
"dạy tốt , dễ hiểu .",2,Positive
"bồi dưỡng chuyên môn giáo viên phần phát âm , từ vựng .",0,Negative
"khả năng truyền đạt kiến thức của thầy chưa hay ( kém ) chưa lôi cuốn được sinh viên kể cả so sánh với em , một sinh viên năm 2 .",0,Negative
"cô nhiệt tình , giảng dạy dễ hiểu .",2,Positive
"các buổi học không liên tục , kiến thức kiểu chắp vá .",0,Negative
giảng dạy rất tốt .,2,Positive
không hiểu bài giảng .,0,Negative
giảng viên giảng dạy nhiệt tình .,2,Positive
hệ thống máy tính còn yếu kém .,0,Negative
cần được tăng cường thực hành và traning thêm môn học .,0,Negative
giảng bài kỹ .,2,Positive
cho làm bài tập vận dụng kiến thức thường xuyên .,2,Positive
"tận dụng tốt thời gian , nhiệt tình , hiền .",2,Positive
"giảng viên dạy kỹ , dễ hiểu .",2,Positive
thầy tôi dạy rất hay và chia sẻ rất nhiều .,2,Positive
thầy hiền nhiệt tình .,2,Positive
"thầy giảng khó hiểu , phương pháp giảng dạy cũ kỹ .",0,Negative
cô nói nhỏ và thường hay đứng trên bục rất khó để có thể hiểu .,0,Negative
"tận tâm giảng dạy nhiệt tình , tận tâm .",2,Positive
giáo viên giảng hơi khó hiểu ạ .,0,Negative
đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này .,0,Negative
cần xác định rõ mục tiêu thực tế của môn học ứng dụng vào việc gì .,0,Negative
"giảng dạy ngắn gọn , súc tích , đánh vào phần trọng tâm .",2,Positive
giảng viên nên đảm bảo lên lớp đúng giờ và cập nhật bài giảng lên hệ thống moodle thường xuyên hơn .,0,Negative
"giáo trình hiện tại khá trừu tượng và khó hiểu , kiến thức khá khó với những lý thuyết căn bản mà sinh viên có thể hiểu .",0,Negative
"giảng viên dạy dễ hiểu , tương tác với sinh viên nhiều và có nhiều hình thức tính điểm ( điểm bài tập trên lớp , bài tập về nhà , kiểm tra tại lớp , dotdotdot ) .",2,Positive
"nhiệt tình , vui vẻ , cung cấp kiến thức hay .",2,Positive
"giảng viên dạy rất dễ hiểu , nhiệt tình .",2,Positive
hỗ trợ sinh viên kịp thời các vấn đề vướng mắc trong môn học .,2,Positive
cung cấp công cụ giảng dạy tốt hơn .,0,Negative
"thầy dạy nhiệt tình , có trợ giảng năng nổ .",2,Positive
